merk_mobil,model_mobil,tahun_produksi,bahan_bakar,jarak_tempuh,transmisi,harga,lokasi,wilayah,kapasitas_mesin
daihatsu,sirion,2015,Bensin,92.5,Automatic,107000000,Kemayoran, Jakarta Pusat,1.25
daihatsu,gran max mb,2018,Bensin,52.5,Manual,108000000,Pondok Aren, Tangerang Selatan Kota,1.25
daihatsu,ayla,2018,Bensin,92.5,Manual,110000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,sigra,2017,Bensin,92.5,Automatic,112000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,xenia,2016,Bensin,97.5,Manual,113000000,Kemayoran, Jakarta Pusat,1.25
daihatsu,gran max mb,2021,Bensin,42.5,Manual,114000000,Gubeng, Surabaya Kota,1.25
daihatsu,sirion,2018,Bensin,47.5,Manual,115000000,Candi, Sidoarjo  Kab.,1.25
daihatsu,ayla,2020,Bensin,97.5,Manual,116000000,Cikarang Selatan, Bekasi Kab.,1.25
daihatsu,ayla,2021,Bensin,102.5,Manual,118000000,Medan Satria, Bekasi Kota,1.25
daihatsu,xenia,2023,Bensin,102.5,Manual,119000000,Tebet, Jakarta Selatan,1.25
daihatsu,xenia,2017,Bensin,52.5,Manual,120000000,Pamulang, Tangerang Selatan Kota,1.25
daihatsu,sirion,2017,Bensin,102.5,Automatic,121000000,Cikarang Utara, Bekasi Kab.,1.25
daihatsu,sirion,2017,Bensin,102.5,Automatic,121000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,sigra,2019,Bensin,107.5,Automatic,123000000,Duren Sawit, Jakarta Timur,1.25
daihatsu,sirion,2017,Bensin,107.5,Automatic,123500000,Cikarang Selatan, Bekasi Kab.,1.25
daihatsu,sigra,2021,Bensin,112.5,Manual,125000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,ayla,2023,Bensin,112.5,Manual,126000000,Cempaka Putih, Jakarta Pusat,1.25
daihatsu,sigra,2020,Bensin,117.5,Automatic,127000000,Kemayoran, Jakarta Pusat,1.25
daihatsu,xenia,2018,Bensin,117.5,Manual,127000000,Tambun Utara, Bekasi Kab.,1.25
daihatsu,sigra,2022,Bensin,122.5,Manual,129000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,sigra,2022,Bensin,122.5,Automatic,130000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,xenia,2017,Bensin,122.5,Manual,132000000,Tambun Selatan, Bekasi Kab.,1.25
daihatsu,ayla,2023,Bensin,122.5,Manual,133000000,Cikarang Barat, Bekasi Kab.,1.25
daihatsu,sirion,2019,Bensin,137.5,Automatic,135000000,Karangbahagia, Bekasi Kab.,1.25
daihatsu,xenia,2018,Bensin,142.5,Manual,136000000,Tambun Selatan, Bekasi Kab.,1.25
daihatsu,sigra,2022,Bensin,147.5,Automatic,137000000,Gambir, Jakarta Pusat,1.25
daihatsu,xenia,2017,Bensin,47.5,Automatic,137500000,Buduran, Sidoarjo  Kab.,1.25
daihatsu,terios,2017,Bensin,167.5,Automatic,140000000,Tambora, Jakarta Barat,1.25
daihatsu,xenia,2018,Bensin,2.5,Manual,142500000,Tambun Utara, Bekasi Kab.,1.75
daihatsu,sigra,2024,Bensin,52.5,Automatic,145000000,Serpong, Tangerang Selatan Kota,1.25
daihatsu,xenia,2019,Bensin,7.5,Manual,147000000,Cikarang Utara, Bekasi Kab.,1.75
daihatsu,rocky,2021,Bensin,42.5,Manual,148000000,Gubeng, Surabaya Kota,1.25
daihatsu,terios,2017,Bensin,12.5,Manual,150000000,Cikarang Selatan, Bekasi Kab.,1.75
daihatsu,xenia,2018,Bensin,12.5,Automatic,150000000,Kemayoran, Jakarta Pusat,1.75
daihatsu,ayla,2023,Bensin,12.5,Automatic,155500000,Semarang Timur, Semarang Kota,1.25
daihatsu,ayla,2023,Bensin,7.5,Automatic,155500000,Semarang Selatan, Semarang Kota,1.25
daihatsu,ayla,2023,Bensin,2.5,Automatic,155500000,Pedurungan, Semarang Kota,1.25
daihatsu,xenia,2021,Bensin,7.5,Manual,168000000,Semarang Barat, Semarang Kota,1.25
daihatsu,terios,2017,Bensin,2.5,Manual,168000000,Gajahmada, Semarang Kota,1.25
daihatsu,xenia,2023,Bensin,7.5,Manual,185000000,Semarang Selatan, Semarang Kota,1.25
daihatsu,rocky,2021,Bensin,2.5,Automatic,185000000,Sumurboto, Semarang Kota,1.25
daihatsu,luxio,2020,Bensin,2.5,Automatic,187000000,Karang Kidul, Semarang Kota,1.25
daihatsu,gran xenia,2022,Bensin,7.5,Automatic,189000000,Tembalang, Semarang Kota,1.25
daihatsu,terios,2021,Bensin,2.5,Manual,190000000,Semarang Barat, Semarang Kota,1.25
daihatsu,terios,2021,Bensin,2.5,Manual,195000000,Demak, Demak Kab.,1.25
daihatsu,xenia,2022,Bensin,7.5,Manual,196000000,Semarang Timur, Semarang Kota,1.25
daihatsu,xenia,2022,Bensin,2.5,Manual,196000000,Tembalang, Semarang Kota,1.25
daihatsu,xenia,2023,Bensin,12.5,Manual,200000000,Kemiling, Bandar Lampung Kota,1.75
daihatsu,sigra,2021,Bensin,7.5,Manual,200000000,Tembalang, Semarang Kota,1.25
daihatsu,rocky,2021,Bensin,2.5,Automatic,200000000,Pedurungan, Semarang Kota,1.25
daihatsu,terios,2022,Bensin,22.5,Manual,203000000,Kedaton, Bandar Lampung Kota,1.75
daihatsu,rocky,1996,Diesel,22.5,Manual,205000000,Metro Utara, Metro Kota,1.75
daihatsu,terios,2019,Bensin,32.5,Automatic,210000000,Sidoarjo, Sidoarjo  Kab.,1.25
daihatsu,terios,2022,Bensin,57.5,Manual,212000000,Sangatta Utara, Kutai Timur Kab.,1.25
daihatsu,terios,2022,Bensin,32.5,Automatic,212000000,Way Halim, Bandar Lampung Kota,1.75
daihatsu,rocky,2021,Bensin,32.5,Automatic,215000000,Way Halim, Bandar Lampung Kota,1.75
daihatsu,terios,2019,Bensin,32.5,Automatic,215000000,Labuhan Ratu, Bandar Lampung Kota,1.75
daihatsu,xenia,2021,Bensin,32.5,Automatic,215000000,Way Halim, Bandar Lampung Kota,1.75
daihatsu,terios,2023,Bensin,52.5,Manual,217000000,Sungai Kunjang, Samarinda Kota,1.25
daihatsu,terios,2020,Bensin,32.5,Automatic,219000000,Way Halim, Bandar Lampung Kota,1.75
daihatsu,terios,2022,Bensin,32.5,Manual,220000000,Kemiling, Bandar Lampung Kota,1.75
daihatsu,rocky,2021,Bensin,37.5,Automatic,225500000,Gubeng, Surabaya Kota,1.25
daihatsu,terios,2022,Bensin,47.5,Automatic,235000000,Way Halim, Bandar Lampung Kota,1.75
daihatsu,terios,2022,Bensin,47.5,Manual,235000000,Terbanggi Besar, Lampung Tengah Kab.,1.75
datsun,go panca,2017,Bensin,72.5,Manual,80000000,Bekasi Barat, Bekasi Kota,1.25
datsun,go panca,2019,Bensin,77.5,Automatic,92000000,Medan Satria, Bekasi Kota,1.25
datsun,go panca,2019,Bensin,77.5,Automatic,92000000,Bekasi Barat, Bekasi Kota,1.25
datsun,go panca,2017,Bensin,77.5,Manual,92000000,Coblong, Bandung Kota,1.25
datsun,go panca,2018,Bensin,77.5,Automatic,93000000,Gunung Putri, Bogor Kab.,1.25
datsun,go panca,2019,Bensin,87.5,Automatic,100000000,Jatinegara, Jakarta Timur,1.25
ford,eco sport,2014,Bensin,92.5,Automatic,110000000,Tambora, Jakarta Barat,1.25
ford,eco sport,2015,Bensin,102.5,Automatic,122000000,Cempaka Putih, Jakarta Pusat,1.25
ford,eco sport,2015,Bensin,107.5,Automatic,123000000,Duren Sawit, Jakarta Timur,1.25
ford,focus,2014,Bensin,47.5,Automatic,150000000,Pademangan, Jakarta Utara,1.25
ford,ranger double cabin,2013,Diesel,77.5,Manual,150000000,Kebayoran Baru, Jakarta Selatan,2.5
ford,everest,2011,Diesel,52.5,Automatic,158000000,Pademangan, Jakarta Utara,1.25
ford,everest,2011,Diesel,112.5,Automatic,158000000,Cilandak, Jakarta Selatan,2.5
ford,everest,2012,Diesel,67.5,Manual,165000000,Pasar Minggu, Jakarta Selatan,2.5
ford,everest,2011,Diesel,12.5,Manual,170000000,Kebayoran Baru, Jakarta Selatan,2.5
ford,everest,2012,Diesel,2.5,Automatic,175000000,Pancoran, Jakarta Selatan,1.25
ford,everest,2012,Diesel,132.5,Automatic,175000000,Pancoran, Jakarta Selatan,2.5
ford,everest,2012,Diesel,107.5,Automatic,177000000,Cilandak, Jakarta Selatan,2.5
ford,everest,2011,Diesel,37.5,Automatic,180000000,Cakung, Jakarta Timur,1.25
ford,everest,2011,Diesel,127.5,Automatic,180000000,Cilandak, Jakarta Selatan,2.5
ford,everest,2012,Diesel,102.5,Automatic,190000000,Kebayoran Baru, Jakarta Selatan,2.5
ford,everest,2011,Diesel,127.5,Automatic,196000000,Mampang Prapatan, Jakarta Selatan,2.5
ford,everest,2011,Diesel,132.5,Automatic,196000000,Kebayoran Baru, Jakarta Selatan,2.5
ford,everest,2013,Diesel,122.5,Automatic,245000000,Cinere, Depok Kota,2.5
ford,everest,2014,Diesel,92.5,Manual,235000000,Ngamprah, Bandung Barat Kab.,2.5
ford,everest,2014,Diesel,137.5,Automatic,238000000,Cinere, Depok Kota,2.5
ford,everest,2014,Diesel,192.5,Manual,240000000,Bogor Utara - Kota, Bogor Kota,2.5
ford,ranger double cabin,2010,Bensin,122.5,Manual,235000000,Bogor Utara - Kota, Bogor Kota,2.5
ford,ranger double cabin,2012,Diesel,122.5,Manual,237000000,Rawalumbu, Bekasi Kota,2.5
honda,brio,2018,Bensin,87.5,Manual,100000000,Kemayoran, Jakarta Pusat,1.25
honda,brio,2017,Bensin,92.5,Manual,105000000,Bekasi Barat, Bekasi Kota,1.25
honda,brio,2019,Bensin,42.5,Automatic,105000000,Sidoarjo, Sidoarjo  Kab.,1.25
honda,brio,2017,Bensin,92.5,Manual,107000000,Tambun Utara, Bekasi Kab.,1.25
honda,brio,2017,Bensin,92.5,Manual,109000000,Cikarang Selatan, Bekasi Kab.,1.25
honda,brio,2018,Bensin,92.5,Manual,110000000,Karangbahagia, Bekasi Kab.,1.25
honda,cr-v,2009,Bensin,92.5,Automatic,110000000,Tambora, Jakarta Barat,1.25
honda,brio,2017,Bensin,52.5,Manual,113000000,Pondok Aren, Tangerang Selatan Kota,1.25
honda,brio,2017,Bensin,47.5,Manual,113000000,Gubeng, Surabaya Kota,1.25
honda,freed,2012,Bensin,97.5,Automatic,114000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2019,Bensin,97.5,Manual,115000000,Kemayoran, Jakarta Pusat,1.25
honda,brio,2018,Bensin,97.5,Automatic,117000000,Gambir, Jakarta Pusat,1.25
honda,brio,2018,Bensin,97.5,Automatic,117000000,Medan Satria, Bekasi Kota,1.25
honda,brio,2017,Bensin,102.5,Manual,118000000,Duren Sawit, Jakarta Timur,1.25
honda,brio,2017,Bensin,42.5,Manual,118000000,Gubeng, Surabaya Kota,1.25
honda,brio,2017,Bensin,102.5,Otomatis,119000000,Cikarang Utara, Bekasi Kab.,1.25
honda,mobilio,2014,Bensin,102.5,Automatic,119000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2017,Bensin,42.5,Manual,119000000,Blimbing, Malang Kota,1.25
honda,city,2010,Bensin,102.5,Automatic,120000000,Kemayoran, Jakarta Pusat,1.25
honda,mobilio,2019,Bensin,102.5,Automatic,121000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2017,Bensin,52.5,Automatic,122000000,Medan Satria, Bekasi Kota,1.25
honda,brio,2018,Bensin,107.5,Manual,123000000,Tambun Utara, Bekasi Kab.,1.25
honda,mobilio,2014,Bensin,107.5,Automatic,123000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2017,Bensin,112.5,Manual,125000000,Cikarang Barat, Bekasi Kab.,1.25
honda,cr-v,2010,Bensin,107.5,Automatic,125000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2017,Bensin,52.5,Automatic,125000000,Ciputat, Tangerang Selatan Kota,1.25
honda,freed,2013,Bensin,112.5,Automatic,126000000,Kemayoran, Jakarta Pusat,1.25
honda,brio,2017,Bensin,117.5,Otomatis,128000000,Duren Sawit, Jakarta Timur,1.25
honda,mobilio,2017,Bensin,117.5,Manual,128000000,Cikarang Barat, Bekasi Kab.,1.25
honda,mobilio,2017,Bensin,117.5,Automatic,128000000,Tebet, Jakarta Selatan,1.25
honda,brio,2018,Bensin,52.5,Automatic,128000000,Bekasi Barat, Bekasi Kota,1.25
honda,mobilio,2017,Bensin,122.5,Manual,129000000,Cikarang Barat, Bekasi Kab.,1.25
honda,brio,2022,Bensin,122.5,Manual,130000000,Cikarang Selatan, Bekasi Kab.,1.25
honda,cr-v,2014,Bensin,122.5,Manual,132000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2018,Bensin,47.5,Automatic,132000000,Gubeng, Surabaya Kota,1.25
honda,brio,2018,Bensin,47.5,Automatic,132000000,Mayjen Sungkono, Surabaya Kota,1.25
honda,brio,2018,Bensin,127.5,Automatic,133000000,Cikarang Selatan, Bekasi Kab.,1.25
honda,brio,2019,Bensin,122.5,Manual,133000000,Cikarang Utara, Bekasi Kab.,1.25
honda,mobilio,2014,Bensin,132.5,Automatic,134000000,Cempaka Putih, Jakarta Pusat,1.25
honda,accord,2012,Bensin,142.5,Automatic,135000000,Cempaka Putih, Jakarta Pusat,1.25
honda,mobilio,2016,Bensin,142.5,Automatic,135000000,Cempaka Putih, Jakarta Pusat,1.25
honda,brio,2017,Bensin,137.5,Automatic,135000000,Duren Sawit, Jakarta Timur,1.25
honda,brio,2018,Bensin,42.5,Manual,135000000,Citraland, Surabaya Kota,1.25
honda,brio,2019,Bensin,147.5,Automatic,138000000,Kemayoran, Jakarta Pusat,1.25
honda,mobilio,2017,Bensin,42.5,Automatic,140000000,Serpong, Tangerang Selatan Kota,1.25
honda,mobilio,2018,Bensin,52.5,Manual,143000000,Bekasi Barat, Bekasi Kota,1.25
honda,mobilio,2017,Bensin,47.5,Automatic,143000000,Blimbing, Malang Kota,1.25
honda,mobilio,2017,Bensin,42.5,Automatic,143000000,Blimbing, Malang Kota,1.25
honda,brio,2017,Bensin,2.5,Manual,143000000,Medan Satria, Bekasi Kota,1.75
honda,brio,2018,Bensin,52.5,Automatic,145000000,Serpong, Tangerang Selatan Kota,1.25
honda,mobilio,2017,Bensin,47.5,Automatic,145000000,Serpong, Tangerang Selatan Kota,1.25
honda,brio,2021,Bensin,7.5,Manual,145000000,Tambun Selatan, Bekasi Kab.,1.75
honda,brio,2019,Bensin,7.5,Automatic,146000000,Kemayoran, Jakarta Pusat,1.75
honda,mobilio,2018,Bensin,47.5,Automatic,147000000,Rungkut, Surabaya Kota,1.25
honda,mobilio,2017,Bensin,52.5,Automatic,148000000,Ciputat, Tangerang Selatan Kota,1.25
honda,brio,2019,Bensin,7.5,Automatic,148000000,Tambun Utara, Bekasi Kab.,1.75
honda,brio,2022,Bensin,7.5,Manual,148000000,Bekasi Barat, Bekasi Kota,1.75
honda,brio,2024,Bensin,47.5,Manual,149000000,Serpong, Tangerang Selatan Kota,1.25
honda,brio,2021,Bensin,42.5,Automatic,149000000,Gubeng, Surabaya Kota,1.25
honda,br-v,2017,Bensin,12.5,Automatic,149000000,Setia Budi, Jakarta Selatan,1.75
honda,brio,2019,Bensin,52.5,Automatic,150000000,Medan Satria, Bekasi Kota,1.25
honda,jazz,2013,Bensin,12.5,Manual,150000000,Gambir, Jakarta Pusat,1.75
honda,mobilio,2018,Bensin,12.5,Automatic,150000000,Grogo pancal Petamburan, Jakarta Barat,1.75
honda,brio,2023,Bensin,7.5,Manual,150000000,Pedurungan, Semarang Kota,1.25
honda,brio,2018,Bensin,2.5,Automatic,150000000,Tembalang, Semarang Kota,1.25
honda,brio,2019,Bensin,2.5,Automatic,153000000,Pedurungan, Semarang Kota,1.25
honda,brio,2021,Bensin,7.5,Automatic,155000000,Gajah Mungkur, Semarang Kota,1.25
honda,brio,2019,Bensin,2.5,Automatic,155000000,Gayamsari, Semarang Kota,1.25
honda,brio,2021,Bensin,2.5,Automatic,157000000,Tembalang, Semarang Kota,1.25
honda,brio,2021,Bensin,2.5,Automatic,159000000,Sumurboto, Semarang Kota,1.25
honda,brio,2020,Bensin,2.5,Automatic,160000000,Semarang Selatan, Semarang Kota,1.25
honda,brio,2019,Bensin,2.5,Automatic,161999999,Gayamsari, Semarang Kota,1.25
honda,brio,2021,Bensin,7.5,Automatic,165000000,Semarang Timur, Semarang Kota,1.25
honda,mobilio,2018,Bensin,7.5,Automatic,165000000,Pedurungan, Semarang Kota,1.25
honda,mobilio,2019,Bensin,7.5,Automatic,168500000,Pedurungan, Semarang Kota,1.25
honda,brio,2022,Bensin,2.5,Automatic,170000000,Pedurungan, Semarang Kota,1.25
honda,brio,2023,Bensin,2.5,Automatic,173000000,Karang Kidul, Semarang Kota,1.25
honda,mobilio,2021,Bensin,2.5,Automatic,174000000,Jangli, Semarang Kota,1.25
honda,brio,2021,Bensin,7.5,Automatic,175000000,Gajahmada, Semarang Kota,1.25
honda,mobilio,2020,Bensin,7.5,Automatic,175000000,Gayamsari, Semarang Kota,1.25
honda,mobilio,2020,Bensin,7.5,Automatic,175000000,Semarang Tengah, Semarang Kota,1.25
honda,brio,2020,Bensin,2.5,Automatic,175000000,Pedurungan, Semarang Kota,1.25
honda,br-v,2019,Bensin,12.5,Automatic,180000000,Semarang Tengah, Semarang Kota,1.25
honda,brio,2023,Bensin,7.5,Automatic,182000000,Tembalang, Semarang Kota,1.25
honda,jazz,2017,Bensin,7.5,Automatic,190000000,Semarang Timur, Semarang Kota,1.25
honda,br-v,2019,Bensin,2.5,Automatic,190000000,Semarang Tengah, Semarang Kota,1.25
honda,mobilio,2023,Bensin,2.5,Manual,190000000,Semarang Utara, Semarang Kota,1.25
honda,mobilio,2023,Bensin,2.5,Manual,190000000,Semarang Barat, Semarang Kota,1.25
honda,jazz,2017,Bensin,2.5,Automatic,194000000,Semarang Timur, Semarang Kota,1.25
honda,jazz,2017,Bensin,2.5,Automatic,195000000,Semarang Timur, Semarang Kota,1.25
honda,jazz,2017,Bensin,2.5,Automatic,196000000,Semarang Timur, Semarang Kota,1.25
honda,jazz,2017,Bensin,2.5,Automatic,199000000,Semarang Selatan, Semarang Kota,1.25
honda,hr-v,2015,Bensin,17.5,Automatic,200000000,Rajabasa, Bandar Lampung Kota,1.75
honda,hr-v,2016,Bensin,17.5,Automatic,200000000,Kotabumi Utara, Lampung Utara Kab.,1.75
honda,hr-v,2016,Bensin,17.5,Automatic,200000000,Way Halim, Bandar Lampung Kota,1.75
honda,hr-v,2016,Bensin,17.5,Automatic,200000000,Baradatu, Way Kanan Kab.,1.75
honda,jazz,2016,Bensin,17.5,Automatic,200000000,Tanjung Senang, Bandar Lampung Kota,1.75
honda,jazz,2017,Bensin,17.5,Manual,200000000,Langkapura, Bandar Lampung Kota,1.75
honda,brio,2023,Bensin,7.5,Automatic,200000000,Gajahmada, Semarang Kota,1.25
honda,city,2017,Bensin,2.5,Automatic,200000000,Semarang Tengah, Semarang Kota,1.25
honda,city,2018,Bensin,2.5,Automatic,200000000,Semarang Selatan, Semarang Kota,1.25
honda,mobilio,2023,Bensin,2.5,Manual,200000000,Semarang Utara, Semarang Kota,1.25
honda,br-v,2019,Bensin,32.5,Automatic,204500000,Gubeng, Surabaya Kota,1.25
honda,hr-v,2016,Bensin,22.5,Automatic,205000000,Kedamaian, Bandar Lampung Kota,1.75
honda,jazz,2017,Bensin,22.5,Automatic,205000000,Jati Agung, Lampung Selatan Kab.,1.75
honda,hr-v,2017,Bensin,27.5,Automatic,208000000,Enggal, Bandar Lampung Kota,1.75
honda,hr-v,2017,Bensin,57.5,Manual,210000000,Samarinda Ilir, Samarinda Kota,1.25
honda,city,2017,Bensin,37.5,Automatic,210000000,Gubeng, Surabaya Kota,1.25
honda,city,2017,Bensin,37.5,Automatic,210000000,Blimbing, Malang Kota,1.25
honda,city,2017,Bensin,37.5,Automatic,210000000,Sukun, Malang Kota,1.25
honda,hr-v,2016,Bensin,32.5,Automatic,210000000,Langkapura, Bandar Lampung Kota,1.75
honda,hr-v,2018,Bensin,32.5,Automatic,210000000,Sukarame, Bandar Lampung Kota,1.75
honda,jazz,2017,Bensin,32.5,Automatic,210000000,Metro Timur, Metro Kota,1.75
honda,br-v,2022,Bensin,32.5,Manual,215000000,Natar, Lampung Selatan Kab.,1.75
honda,jazz,2017,Bensin,32.5,Automatic,215000000,Tanjung Karang Pusat, Bandar Lampung Kota,1.75
honda,jazz,2019,Bensin,32.5,Manual,215000000,Gubeng, Surabaya Kota,1.25
honda,jazz,2018,Bensin,32.5,Automatic,219000000,Sukabumi, Bandar Lampung Kota,1.75
honda,cr-v,2017,Bensin,42.5,Automatic,219999000,Candi, Sidoarjo  Kab.,1.25
honda,hr-v,2017,Bensin,37.5,Automatic,220000000,Bumi Waras, Bandar Lampung Kota,1.75
honda,hr-v,2017,Bensin,32.5,Automatic,220000000,Langkapura, Bandar Lampung Kota,1.75
honda,hr-v,2019,Bensin,32.5,Automatic,220000000,Langkapura, Bandar Lampung Kota,1.75
honda,jazz,2017,Bensin,32.5,Automatic,220000000,Way Halim, Bandar Lampung Kota,1.75
honda,jazz,2017,Bensin,32.5,Automatic,221000000,Wonokromo, Surabaya Kota,1.25
honda,hr-v,2017,Bensin,37.5,Automatic,222000000,Kemiling, Bandar Lampung Kota,1.75
honda,hr-v,2017,Bensin,37.5,Automatic,225000000,Metro Barat, Metro Kota,1.75
honda,hr-v,2017,Bensin,37.5,Automatic,225000000,Kedaton, Bandar Lampung Kota,1.75
honda,br-v,2023,Bensin,42.5,Automatic,228000000,Tanjung Karang Barat, Bandar Lampung Kota,1.75
honda,hr-v,2018,Bensin,47.5,Automatic,230000000,Langkapura, Bandar Lampung Kota,1.75
honda,jazz,2018,Bensin,47.5,Automatic,230000000,Tanjung Karang Barat, Bandar Lampung Kota,1.75
honda,br-v,2023,Bensin,42.5,Automatic,230000000,Tanjung Karang Barat, Bandar Lampung Kota,1.75
honda,jazz,2021,Bensin,47.5,Automatic,232000000,Rajabasa, Bandar Lampung Kota,1.75
honda,hr-v,2019,Bensin,47.5,Automatic,233000000,Langkapura, Bandar Lampung Kota,1.75
honda,jazz,2018,Bensin,47.5,Manual,235000000,Tanjung Karang Pusat, Bandar Lampung Kota,1.75
honda,hr-v,2019,Bensin,37.5,Manual,235500000,Gubeng, Surabaya Kota,1.25
honda,jazz,2019,Bensin,37.5,Automatic,239999000,Candi, Sidoarjo  Kab.,1.25
honda,br-v,2022,Bensin,57.5,Automatic,245000000,Samarinda Seberang, Samarinda Kota,1.25
honda,jazz,2019,Bensin,42.5,Automatic,246000000,Tenggilis Mejoyo, Surabaya Kota,1.25
honda,hr-v,2017,Bensin,52.5,Automatic,247000000,Enggal, Bandar Lampung Kota,1.75
honda,hr-v,2017,Bensin,52.5,Automatic,247000000,Way Halim, Bandar Lampung Kota,1.75
honda,br-v,2022,Bensin,37.5,Automatic,247000000,Buduran, Sidoarjo  Kab.,1.25
honda,hr-v,2019,Bensin,57.5,Automatic,248000000,Balikpapan Barat, Balikpapan Kota,1.25
honda,jazz,2021,Bensin,67.5,Manual,250000000,Gubeng, Surabaya Kota,1.25
honda,city,2021,Bensin,62.5,Manual,250000000,Raya Darmo, Surabaya Kota,1.25
honda,jazz,2021,Bensin,62.5,Manual,250000000,Gubeng, Surabaya Kota,1.25
honda,hr-v,2021,Bensin,57.5,Automatic,250000000,Jatinegara, Jakarta Timur,1.75
honda,br-v,2022,Bensin,52.5,Manual,250000000,Samarinda Utara, Samarinda Kota,1.25
honda,city,2021,Bensin,32.5,Automatic,250000000,Tanggulangin, Sidoarjo  Kab.,1.25
honda,city,2021,Bensin,32.5,Automatic,250000000,Sukodono, Sidoarjo  Kab.,1.25
honda,cr-v,2017,Bensin,32.5,Automatic,250000000,Sidoarjo, Sidoarjo  Kab.,1.25
honda,br-v,2022,Bensin,27.5,Automatic,250000000,Ilir Timur II, Palembang Kota,1.25
honda,city,2021,Bensin,27.5,Automatic,250000000,Ilir Timur II, Palembang Kota,1.25
honda,hr-v,2019,Bensin,27.5,Automatic,250000000,Ilir Barat I, Palembang Kota,1.25
honda,hr-v,2019,Bensin,17.5,Automatic,250000000,Kemuning, Palembang Kota,1.25
honda,hr-v,2017,Bensin,17.5,Automatic,250000000,Ilir Barat II, Palembang Kota,1.25
honda,city,2021,Bensin,12.5,Automatic,252000000,Serpong, Tangerang Selatan Kota,1.25
honda,hr-v,2019,Bensin,67.5,Automatic,253000000,Genteng, Surabaya Kota,1.25
honda,hr-v,2019,Bensin,17.5,Automatic,253000000,Duren Sawit, Jakarta Timur,1.25
honda,hr-v,2018,Bensin,62.5,Automatic,254000000,Genteng, Surabaya Kota,1.25
honda,br-v,2022,Bensin,12.5,Automatic,254000000,Pondok Aren, Tangerang Selatan Kota,1.25
honda,hr-v,2019,Bensin,27.5,Automatic,254900000,Ilir Barat I, Palembang Kota,1.25
honda,br-v,2023,Bensin,72.5,Automatic,255000000,Wonokromo, Surabaya Kota,1.25
honda,br-v,2023,Bensin,67.5,Automatic,255000000,Gubeng, Surabaya Kota,1.25
honda,jazz,2020,Bensin,67.5,Manual,255000000,Raya Darmo, Surabaya Kota,1.25
honda,hr-v,2016,Bensin,62.5,Automatic,255000000,Rajabasa, Bandar Lampung Kota,1.75
honda,hr-v,2017,Bensin,62.5,Automatic,255000000,Rajabasa, Bandar Lampung Kota,1.75
honda,jazz,2017,Bensin,62.5,Automatic,255000000,Gubeng, Surabaya Kota,1.25
honda,wr-v,2023,Bensin,62.5,Automatic,255000000,Cempaka Putih, Jakarta Pusat,1.75
honda,br-v,2022,Bensin,27.5,Automatic,255000000,Bukit Kecil, Palembang Kota,1.25
honda,cr-v,2017,Bensin,22.5,Automatic,255000000,Seberang Ulu II, Palembang Kota,1.25
honda,hr-v,2019,Bensin,22.5,Automatic,255000000,Ilir Barat I, Palembang Kota,1.25
honda,jazz,2019,Bensin,22.5,Automatic,255000000,Ilir Barat I, Palembang Kota,1.25
honda,jazz,2019,Bensin,22.5,Automatic,255000000,Ilir Timur I, Palembang Kota,1.25
honda,hr-v,2017,Bensin,12.5,Automatic,257000000,Serpong, Tangerang Selatan Kota,1.25
honda,wr-v,2023,Bensin,62.5,Automatic,258000000,Gubeng, Surabaya Kota,1.25
honda,hr-v,2020,Bensin,32.5,Automatic,258000000,Ilir Timur I, Palembang Kota,1.25
honda,br-v,2022,Bensin,27.5,Automatic,258000000,Ilir Timur II, Palembang Kota,1.25
honda,br-v,2022,Bensin,22.5,Automatic,258000000,Kalidoni, Palembang Kota,1.25
honda,hr-v,2021,Bensin,72.5,Automatic,260000000,Way Halim, Bandar Lampung Kota,1.75
honda,cr-v,2017,Bensin,67.5,Automatic,260000000,Gubeng, Surabaya Kota,1.25
honda,hr-v,2020,Bensin,67.5,Automatic,260000000,Gubeng, Surabaya Kota,1.25
honda,jazz,2019,Bensin,67.5,Automatic,260000000,Gubeng, Surabaya Kota,1.25
honda,br-v,2022,Bensin,27.5,Automatic,260000000,Plaju, Palembang Kota,1.25
honda,hr-v,2019,Bensin,27.5,Automatic,260000000,Ilir Timur I, Palembang Kota,1.25
honda,cr-v,2017,Bensin,22.5,Automatic,260000000,Ilir Timur I, Palembang Kota,1.25
honda,hr-v,2019,Bensin,22.5,Automatic,260000000,Ilir Timur I, Palembang Kota,1.25
honda,hr-v,2019,Bensin,17.5,Automatic,260000000,Sako, Palembang Kota,1.25
honda,hr-v,2019,Bensin,17.5,Automatic,260000000,Bukit Kecil, Palembang Kota,1.25
honda,br-v,2022,Bensin,12.5,Automatic,260000000,Serpong, Tangerang Selatan Kota,1.25
